year,month,cpi,inflation_rate,country_enc,month_sin,month_cos
2012,3,280.72,1.29,4,1.0,1.7948965149208059e-09
2012,10,124.13,0.99,0,-0.8660254067759328,0.4999999948185802
2021,10,184.47,8.08,4,-0.8660254067759328,0.4999999948185802
2019,12,92.28,2.43,1,-7.1795860596832236e-09,1.0
2002,2,205.59,8.8,3,0.8660254031861399,0.500000001036284
2007,3,89.18,5.97,5,1.0,1.7948965149208059e-09
2012,7,71.04,3.28,5,-0.49999999637300596,-0.8660254058784846
2004,8,172.91,4.19,4,-0.8660254013912434,-0.5000000041451357
2022,2,224.4,2.4,2,0.8660254031861399,0.500000001036284
2010,9,96.67,1.38,0,-1.0,-5.3846893227178126e-09
2012,4,63.68,5.41,3,0.8660254049810362,-0.49999999792743216
2016,2,60.62,4.56,3,0.8660254031861399,0.500000001036284
2007,7,50.37,1.4,5,-0.49999999637300596,-0.8660254058784846
2013,11,108.43,11.64,1,-0.5000000056995618,0.8660254004937951
1996,2,266.63,2.01,7,0.8660254031861399,0.500000001036284
2009,7,163.03,-0.28,6,-0.49999999637300596,-0.8660254058784846
2016,8,280.8,3.64,7,-0.8660254013912434,-0.5000000041451357
1995,9,112.35,-0.11,4,-1.0,-5.3846893227178126e-09
2016,12,295.84,11.1,7,-7.1795860596832236e-09,1.0
1998,12,256.21,9.79,4,-7.1795860596832236e-09,1.0
2020,11,245.96,1.42,0,-0.5000000056995618,0.8660254004937951
2010,1,198.9,0.36,7,0.499999999481858,0.8660254040835881
2015,2,98.98,3.99,2,0.8660254031861399,0.500000001036284
2002,2,287.92,5.13,6,0.8660254031861399,0.500000001036284
2012,7,252.59,4.49,6,-0.49999999637300596,-0.8660254058784846
2009,6,258.1,8.07,1,3.5897930298416118e-09,-1.0
2017,11,271.53,9.78,6,-0.5000000056995618,0.8660254004937951
2006,9,114.46,0.45,2,-1.0,-5.3846893227178126e-09
2017,3,267.38,5.92,4,1.0,1.7948965149208059e-09
1991,8,172.58,6.65,1,-0.8660254013912434,-0.5000000041451357
2014,5,213.33,1.89,1,0.5000000025907099,-0.8660254022886916
1995,5,290.19,2.12,6,0.5000000025907099,-0.8660254022886916
2000,10,274.67,7.27,4,-0.8660254067759328,0.4999999948185802
1995,11,112.42,0.16,4,-0.5000000056995618,0.8660254004937951
2000,12,233.45,2.84,2,-7.1795860596832236e-09,1.0
2003,5,257.35,1.17,4,0.5000000025907099,-0.8660254022886916
1991,8,160.34,6.11,5,-0.8660254013912434,-0.5000000041451357
1992,7,76.74,10.11,4,-0.49999999637300596,-0.8660254058784846
2024,11,128.54,2.11,1,-0.5000000056995618,0.8660254004937951
2022,12,233.55,1.96,0,-7.1795860596832236e-09,1.0
2013,7,196.8,2.39,5,-0.49999999637300596,-0.8660254058784846
2008,4,242.9,10.24,6,0.8660254049810362,-0.49999999792743216
2007,6,274.14,0.74,7,3.5897930298416118e-09,-1.0
2013,1,131.5,-1.01,1,0.499999999481858,0.8660254040835881
2024,6,221.99,-1.73,5,3.5897930298416118e-09,-1.0
1990,5,74.23,8.24,6,0.5000000025907099,-0.8660254022886916
2014,1,216.13,2.16,7,0.499999999481858,0.8660254040835881
2023,11,58.94,10.18,5,-0.5000000056995618,0.8660254004937951
2014,1,113.0,6.87,1,0.499999999481858,0.8660254040835881
2005,3,162.04,-1.27,0,1.0,1.7948965149208059e-09
2023,4,261.3,7.49,1,0.8660254049810362,-0.49999999792743216
2018,1,87.15,-1.97,1,0.499999999481858,0.8660254040835881
2008,12,244.97,4.87,5,-7.1795860596832236e-09,1.0
2012,10,191.14,5.24,6,-0.8660254067759328,0.4999999948185802
2008,7,164.28,0.34,2,-0.49999999637300596,-0.8660254058784846
2014,2,210.56,2.03,4,0.8660254031861399,0.500000001036284
2005,11,136.15,3.34,5,-0.5000000056995618,0.8660254004937951
1998,4,298.65,-1.12,1,0.8660254049810362,-0.49999999792743216
1990,12,77.63,1.95,3,-7.1795860596832236e-09,1.0
2008,9,84.64,2.93,1,-1.0,-5.3846893227178126e-09
2022,8,271.01,10.42,2,-0.8660254013912434,-0.5000000041451357
2023,2,104.78,7.63,0,0.8660254031861399,0.500000001036284
2005,11,65.27,9.91,7,-0.5000000056995618,0.8660254004937951
2007,11,272.76,2.71,4,-0.5000000056995618,0.8660254004937951
2023,9,65.6,11.51,2,-1.0,-5.3846893227178126e-09
2014,1,264.94,5.13,1,0.499999999481858,0.8660254040835881
1995,6,182.64,0.46,2,3.5897930298416118e-09,-1.0
2010,3,183.59,5.19,6,1.0,1.7948965149208059e-09
1995,1,82.72,8.15,3,0.499999999481858,0.8660254040835881
2021,8,207.59,10.58,0,-0.8660254013912434,-0.5000000041451357
2020,6,142.58,0.63,0,3.5897930298416118e-09,-1.0
1999,4,140.64,3.45,1,0.8660254049810362,-0.49999999792743216
2019,3,224.27,5.46,4,1.0,1.7948965149208059e-09
2007,10,266.95,11.1,0,-0.8660254067759328,0.4999999948185802
2013,2,232.84,1.04,0,0.8660254031861399,0.500000001036284
1998,5,220.48,9.47,1,0.5000000025907099,-0.8660254022886916
2020,8,271.53,-1.77,2,-0.8660254013912434,-0.5000000041451357
2004,12,275.06,7.36,6,-7.1795860596832236e-09,1.0
1993,8,234.09,3.03,4,-0.8660254013912434,-0.5000000041451357
1998,3,255.08,8.58,6,1.0,1.7948965149208059e-09
1998,9,110.33,-1.35,4,-1.0,-5.3846893227178126e-09
2015,10,220.31,11.82,2,-0.8660254067759328,0.4999999948185802
1993,5,172.3,6.26,5,0.5000000025907099,-0.8660254022886916
2006,7,262.27,-1.5,1,-0.49999999637300596,-0.8660254058784846
2005,11,290.25,-0.87,1,-0.5000000056995618,0.8660254004937951
2004,9,116.83,4.52,7,-1.0,-5.3846893227178126e-09
2024,7,217.84,7.92,7,-0.49999999637300596,-0.8660254058784846
1994,10,263.71,6.54,3,-0.8660254067759328,0.4999999948185802
1994,3,220.41,0.11,0,1.0,1.7948965149208059e-09
2009,2,222.03,7.53,7,0.8660254031861399,0.500000001036284
2004,12,254.38,9.06,1,-7.1795860596832236e-09,1.0
2007,7,225.64,11.16,5,-0.49999999637300596,-0.8660254058784846
1991,10,256.76,9.38,5,-0.8660254067759328,0.4999999948185802
2018,8,297.8,-0.2,2,-0.8660254013912434,-0.5000000041451357
2002,12,186.01,3.41,0,-7.1795860596832236e-09,1.0
1993,12,216.48,7.26,6,-7.1795860596832236e-09,1.0
1999,4,203.81,11.44,0,0.8660254049810362,-0.49999999792743216
2020,1,120.48,-1.35,3,0.499999999481858,0.8660254040835881
1997,6,258.3,11.07,5,3.5897930298416118e-09,-1.0
1992,9,146.57,5.59,6,-1.0,-5.3846893227178126e-09
1998,4,288.69,7.35,3,0.8660254049810362,-0.49999999792743216
2019,3,256.75,0.21,2,1.0,1.7948965149208059e-09
2000,6,88.76,5.49,7,3.5897930298416118e-09,-1.0
2024,6,64.96,5.26,3,3.5897930298416118e-09,-1.0
2002,4,85.04,2.79,7,0.8660254049810362,-0.49999999792743216
2002,7,244.66,1.99,1,-0.49999999637300596,-0.8660254058784846
2001,11,232.29,8.19,4,-0.5000000056995618,0.8660254004937951
1999,2,200.57,9.73,1,0.8660254031861399,0.500000001036284
1998,1,95.34,4.19,7,0.499999999481858,0.8660254040835881
1996,11,162.44,6.72,1,-0.5000000056995618,0.8660254004937951
1991,6,183.8,11.06,2,3.5897930298416118e-09,-1.0
2012,3,292.63,11.21,5,1.0,1.7948965149208059e-09
2010,3,104.65,10.71,4,1.0,1.7948965149208059e-09
2012,1,137.87,11.24,1,0.499999999481858,0.8660254040835881
2018,2,210.67,3.84,6,0.8660254031861399,0.500000001036284
2003,3,102.63,8.42,5,1.0,1.7948965149208059e-09
2015,1,94.77,5.36,4,0.499999999481858,0.8660254040835881
1994,8,160.56,8.67,7,-0.8660254013912434,-0.5000000041451357
2020,6,180.21,9.56,7,3.5897930298416118e-09,-1.0
2014,9,222.07,6.8,2,-1.0,-5.3846893227178126e-09
2020,1,240.07,-1.53,4,0.499999999481858,0.8660254040835881
2009,11,267.22,8.88,0,-0.5000000056995618,0.8660254004937951
2006,12,134.73,11.93,4,-7.1795860596832236e-09,1.0
1991,4,176.03,8.3,7,0.8660254049810362,-0.49999999792743216
2014,4,265.84,-1.67,7,0.8660254049810362,-0.49999999792743216
2002,5,165.84,8.72,5,0.5000000025907099,-0.8660254022886916
2017,11,84.55,6.02,7,-0.5000000056995618,0.8660254004937951
1995,2,158.86,10.0,4,0.8660254031861399,0.500000001036284
1992,1,242.47,0.29,3,0.499999999481858,0.8660254040835881
2024,12,167.35,9.75,7,-7.1795860596832236e-09,1.0
2007,9,111.27,11.21,1,-1.0,-5.3846893227178126e-09
2000,5,285.36,4.59,5,0.5000000025907099,-0.8660254022886916
2009,8,126.18,4.47,3,-0.8660254013912434,-0.5000000041451357
1994,12,179.83,8.21,4,-7.1795860596832236e-09,1.0
2008,3,138.29,2.41,7,1.0,1.7948965149208059e-09
2011,4,154.24,9.71,0,0.8660254049810362,-0.49999999792743216
2008,4,210.83,9.92,3,0.8660254049810362,-0.49999999792743216
2005,6,170.3,6.87,0,3.5897930298416118e-09,-1.0
2013,4,75.54,5.33,2,0.8660254049810362,-0.49999999792743216
1993,5,177.16,9.73,7,0.5000000025907099,-0.8660254022886916
2004,12,124.52,0.51,2,-7.1795860596832236e-09,1.0
2014,5,207.75,-0.3,4,0.5000000025907099,-0.8660254022886916
2024,8,95.42,-1.48,3,-0.8660254013912434,-0.5000000041451357
2003,9,195.5,-1.97,4,-1.0,-5.3846893227178126e-09
2008,11,162.51,7.28,2,-0.5000000056995618,0.8660254004937951
1996,8,252.04,1.03,1,-0.8660254013912434,-0.5000000041451357
2019,12,134.76,9.96,3,-7.1795860596832236e-09,1.0
2008,5,75.01,3.71,2,0.5000000025907099,-0.8660254022886916
2014,12,71.31,6.75,3,-7.1795860596832236e-09,1.0
2005,12,162.6,7.53,7,-7.1795860596832236e-09,1.0
1997,6,179.46,5.99,5,3.5897930298416118e-09,-1.0
2007,4,143.79,-0.25,1,0.8660254049810362,-0.49999999792743216
2017,2,246.88,3.37,4,0.8660254031861399,0.500000001036284
2005,11,216.32,-1.16,0,-0.5000000056995618,0.8660254004937951
2008,11,191.36,0.61,0,-0.5000000056995618,0.8660254004937951
2006,5,202.79,3.29,7,0.5000000025907099,-0.8660254022886916
2002,1,240.85,8.28,7,0.499999999481858,0.8660254040835881
1996,1,201.99,5.18,3,0.499999999481858,0.8660254040835881
2016,1,105.69,7.9,7,0.499999999481858,0.8660254040835881
1999,4,151.54,5.58,7,0.8660254049810362,-0.49999999792743216
2023,5,84.04,-1.62,3,0.5000000025907099,-0.8660254022886916
2014,4,267.82,4.96,5,0.8660254049810362,-0.49999999792743216
1995,6,104.65,-0.14,1,3.5897930298416118e-09,-1.0
2013,2,200.06,9.88,6,0.8660254031861399,0.500000001036284
2007,5,63.39,6.57,5,0.5000000025907099,-0.8660254022886916
2012,6,129.44,6.85,3,3.5897930298416118e-09,-1.0
1995,5,273.75,6.6,7,0.5000000025907099,-0.8660254022886916
2018,6,248.55,4.27,7,3.5897930298416118e-09,-1.0
2014,8,73.26,1.78,0,-0.8660254013912434,-0.5000000041451357
2006,2,189.52,0.6,6,0.8660254031861399,0.500000001036284
2013,7,146.01,4.77,1,-0.49999999637300596,-0.8660254058784846
2000,6,83.78,5.66,7,3.5897930298416118e-09,-1.0
2015,10,254.57,4.31,1,-0.8660254067759328,0.4999999948185802
2023,8,267.48,7.06,2,-0.8660254013912434,-0.5000000041451357
2017,9,176.14,6.28,4,-1.0,-5.3846893227178126e-09
1992,8,97.49,2.62,0,-0.8660254013912434,-0.5000000041451357
2000,5,154.88,-0.03,6,0.5000000025907099,-0.8660254022886916
2003,4,58.13,1.2,2,0.8660254049810362,-0.49999999792743216
2015,3,225.66,1.77,7,1.0,1.7948965149208059e-09
2010,10,275.82,8.08,0,-0.8660254067759328,0.4999999948185802
2019,9,53.92,10.82,3,-1.0,-5.3846893227178126e-09
1997,7,213.7,0.01,6,-0.49999999637300596,-0.8660254058784846
2009,1,72.24,3.02,5,0.499999999481858,0.8660254040835881
2021,3,107.86,-1.5,7,1.0,1.7948965149208059e-09
2011,12,183.83,0.42,4,-7.1795860596832236e-09,1.0
1996,3,129.98,2.71,7,1.0,1.7948965149208059e-09
1998,6,51.47,1.54,0,3.5897930298416118e-09,-1.0
1990,2,295.69,7.93,5,0.8660254031861399,0.500000001036284
2018,4,92.8,-0.96,1,0.8660254049810362,-0.49999999792743216
1997,12,181.83,8.16,5,-7.1795860596832236e-09,1.0
1993,2,178.91,6.18,4,0.8660254031861399,0.500000001036284
2024,5,287.38,5.13,5,0.5000000025907099,-0.8660254022886916
1992,4,242.65,4.92,3,0.8660254049810362,-0.49999999792743216
1996,4,188.94,5.8,5,0.8660254049810362,-0.49999999792743216
2016,12,234.1,10.01,0,-7.1795860596832236e-09,1.0
1990,4,261.64,4.83,3,0.8660254049810362,-0.49999999792743216
2016,4,130.86,7.41,5,0.8660254049810362,-0.49999999792743216
2005,5,80.29,-0.91,7,0.5000000025907099,-0.8660254022886916
1996,2,252.79,5.63,3,0.8660254031861399,0.500000001036284
2012,6,97.84,5.37,6,3.5897930298416118e-09,-1.0
2000,1,135.29,11.75,3,0.499999999481858,0.8660254040835881
2022,10,270.34,1.76,0,-0.8660254067759328,0.4999999948185802
2006,2,216.28,-1.7,7,0.8660254031861399,0.500000001036284
2024,3,71.73,10.82,4,1.0,1.7948965149208059e-09
1994,2,110.83,5.25,5,0.8660254031861399,0.500000001036284
2021,3,88.83,0.01,7,1.0,1.7948965149208059e-09
1992,8,57.95,-0.43,6,-0.8660254013912434,-0.5000000041451357
2024,3,104.22,11.66,1,1.0,1.7948965149208059e-09
2003,11,211.9,3.23,5,-0.5000000056995618,0.8660254004937951
2020,10,53.49,5.7,7,-0.8660254067759328,0.4999999948185802
2020,1,290.61,2.32,3,0.499999999481858,0.8660254040835881
2006,11,108.4,-1.75,5,-0.5000000056995618,0.8660254004937951
2013,8,122.96,8.8,0,-0.8660254013912434,-0.5000000041451357
2012,8,58.7,6.23,7,-0.8660254013912434,-0.5000000041451357
2007,7,67.41,6.69,2,-0.49999999637300596,-0.8660254058784846
2003,4,299.68,7.57,6,0.8660254049810362,-0.49999999792743216
2004,12,133.55,0.12,7,-7.1795860596832236e-09,1.0
2004,5,219.93,3.38,2,0.5000000025907099,-0.8660254022886916
1995,12,237.74,4.55,5,-7.1795860596832236e-09,1.0
2016,12,173.39,8.67,3,-7.1795860596832236e-09,1.0
2004,11,165.66,6.89,6,-0.5000000056995618,0.8660254004937951
1997,10,133.98,4.1,7,-0.8660254067759328,0.4999999948185802
2004,6,225.48,3.59,6,3.5897930298416118e-09,-1.0
1992,6,181.36,8.8,0,3.5897930298416118e-09,-1.0
2002,7,156.73,5.58,3,-0.49999999637300596,-0.8660254058784846
2023,4,87.92,11.81,6,0.8660254049810362,-0.49999999792743216
2013,8,216.91,-1.63,0,-0.8660254013912434,-0.5000000041451357
2021,2,159.24,8.7,7,0.8660254031861399,0.500000001036284
2021,9,76.07,0.09,3,-1.0,-5.3846893227178126e-09
2019,6,135.73,10.11,7,3.5897930298416118e-09,-1.0
2002,12,61.42,1.85,2,-7.1795860596832236e-09,1.0
1990,1,80.81,1.4,5,0.499999999481858,0.8660254040835881
2023,1,298.39,5.32,6,0.499999999481858,0.8660254040835881
2004,8,247.84,4.33,6,-0.8660254013912434,-0.5000000041451357
2003,10,296.94,2.39,6,-0.8660254067759328,0.4999999948185802
2018,10,285.12,2.53,2,-0.8660254067759328,0.4999999948185802
2023,7,289.44,1.8,3,-0.49999999637300596,-0.8660254058784846
2007,3,169.69,3.81,7,1.0,1.7948965149208059e-09
1996,8,219.28,7.11,1,-0.8660254013912434,-0.5000000041451357
2018,8,53.09,4.33,1,-0.8660254013912434,-0.5000000041451357
2020,7,144.96,4.24,3,-0.49999999637300596,-0.8660254058784846
2014,5,218.84,10.98,2,0.5000000025907099,-0.8660254022886916
2003,8,88.47,10.91,5,-0.8660254013912434,-0.5000000041451357
1997,5,273.78,4.44,7,0.5000000025907099,-0.8660254022886916
2016,1,76.79,1.27,2,0.499999999481858,0.8660254040835881
1991,8,259.48,0.21,7,-0.8660254013912434,-0.5000000041451357
2006,7,203.81,10.54,6,-0.49999999637300596,-0.8660254058784846
2003,7,264.94,4.62,5,-0.49999999637300596,-0.8660254058784846
2014,2,105.99,8.66,4,0.8660254031861399,0.500000001036284
2019,11,209.34,6.21,0,-0.5000000056995618,0.8660254004937951
2018,12,105.72,1.07,5,-7.1795860596832236e-09,1.0
2009,12,115.36,1.92,7,-7.1795860596832236e-09,1.0
2010,12,78.4,10.75,2,-7.1795860596832236e-09,1.0
2011,3,263.57,4.31,7,1.0,1.7948965149208059e-09
2024,12,250.53,5.61,0,-7.1795860596832236e-09,1.0
2005,3,120.4,2.22,6,1.0,1.7948965149208059e-09
2006,12,94.93,4.63,0,-7.1795860596832236e-09,1.0
2005,12,249.59,9.35,7,-7.1795860596832236e-09,1.0
1991,11,165.87,9.6,5,-0.5000000056995618,0.8660254004937951
1993,10,131.98,6.4,3,-0.8660254067759328,0.4999999948185802
2010,6,220.36,3.21,5,3.5897930298416118e-09,-1.0
2023,6,146.24,-1.62,4,3.5897930298416118e-09,-1.0
2019,3,232.01,3.7,1,1.0,1.7948965149208059e-09
1995,11,102.34,-1.24,7,-0.5000000056995618,0.8660254004937951
2006,5,191.99,1.89,7,0.5000000025907099,-0.8660254022886916
2014,9,268.72,3.31,7,-1.0,-5.3846893227178126e-09
1994,7,252.85,4.68,0,-0.49999999637300596,-0.8660254058784846
1994,9,285.89,9.96,5,-1.0,-5.3846893227178126e-09
2009,2,55.27,-1.21,0,0.8660254031861399,0.500000001036284
2005,10,282.13,-1.26,5,-0.8660254067759328,0.4999999948185802
1998,10,110.11,10.09,7,-0.8660254067759328,0.4999999948185802
1994,1,286.11,8.58,5,0.499999999481858,0.8660254040835881
1991,2,113.81,-1.61,6,0.8660254031861399,0.500000001036284
1998,6,96.8,9.7,2,3.5897930298416118e-09,-1.0
2011,10,206.93,5.8,6,-0.8660254067759328,0.4999999948185802
2011,7,231.67,0.31,5,-0.49999999637300596,-0.8660254058784846
2011,8,290.53,7.76,3,-0.8660254013912434,-0.5000000041451357
2023,11,125.29,7.75,3,-0.5000000056995618,0.8660254004937951
2018,6,163.01,8.91,1,3.5897930298416118e-09,-1.0
2022,6,201.19,4.37,3,3.5897930298416118e-09,-1.0
2007,3,255.95,2.31,0,1.0,1.7948965149208059e-09
1996,9,245.39,8.68,5,-1.0,-5.3846893227178126e-09
1990,11,285.95,4.55,5,-0.5000000056995618,0.8660254004937951
2022,2,185.5,6.21,4,0.8660254031861399,0.500000001036284
1990,11,255.42,7.93,4,-0.5000000056995618,0.8660254004937951
2013,5,250.85,2.88,0,0.5000000025907099,-0.8660254022886916
1993,3,101.74,-0.35,2,1.0,1.7948965149208059e-09
1993,1,136.08,4.06,5,0.499999999481858,0.8660254040835881
2007,2,99.96,7.8,5,0.8660254031861399,0.500000001036284
2016,6,60.55,4.13,3,3.5897930298416118e-09,-1.0
2021,10,262.55,3.72,0,-0.8660254067759328,0.4999999948185802
2022,1,275.48,6.96,4,0.499999999481858,0.8660254040835881
2017,11,155.24,-1.8,7,-0.5000000056995618,0.8660254004937951
1995,2,141.22,7.39,7,0.8660254031861399,0.500000001036284
2005,10,167.68,-1.22,6,-0.8660254067759328,0.4999999948185802
2023,5,207.1,11.94,4,0.5000000025907099,-0.8660254022886916
2012,1,296.81,-1.92,7,0.499999999481858,0.8660254040835881
2013,11,267.9,5.79,0,-0.5000000056995618,0.8660254004937951
2002,11,90.63,10.26,2,-0.5000000056995618,0.8660254004937951
2007,10,269.29,9.04,0,-0.8660254067759328,0.4999999948185802
2002,4,171.2,7.31,6,0.8660254049810362,-0.49999999792743216
2006,5,251.28,-1.08,3,0.5000000025907099,-0.8660254022886916
2004,5,261.28,4.69,0,0.5000000025907099,-0.8660254022886916
2007,5,144.55,8.36,4,0.5000000025907099,-0.8660254022886916
2012,10,57.03,7.66,7,-0.8660254067759328,0.4999999948185802
2019,9,141.21,7.22,5,-1.0,-5.3846893227178126e-09
2023,9,57.5,7.3,7,-1.0,-5.3846893227178126e-09
1993,5,178.51,9.46,0,0.5000000025907099,-0.8660254022886916
1992,6,287.29,7.97,2,3.5897930298416118e-09,-1.0
1996,8,271.28,0.72,2,-0.8660254013912434,-0.5000000041451357
2007,12,145.87,1.37,6,-7.1795860596832236e-09,1.0
1996,7,239.14,0.36,6,-0.49999999637300596,-0.8660254058784846
1995,6,232.74,2.59,0,3.5897930298416118e-09,-1.0
2011,4,194.42,6.61,2,0.8660254049810362,-0.49999999792743216
1990,3,226.14,7.77,4,1.0,1.7948965149208059e-09
1993,4,275.84,1.34,5,0.8660254049810362,-0.49999999792743216
2018,3,120.31,4.28,3,1.0,1.7948965149208059e-09
2010,8,93.92,2.14,5,-0.8660254013912434,-0.5000000041451357
2015,6,130.43,2.84,0,3.5897930298416118e-09,-1.0
2003,6,202.75,4.27,0,3.5897930298416118e-09,-1.0
1998,1,170.63,10.58,4,0.499999999481858,0.8660254040835881
2001,5,218.07,1.77,1,0.5000000025907099,-0.8660254022886916
1995,8,161.42,11.7,6,-0.8660254013912434,-0.5000000041451357
2009,11,212.8,2.92,3,-0.5000000056995618,0.8660254004937951
2013,2,72.17,-0.5,5,0.8660254031861399,0.500000001036284
2016,3,158.51,4.5,5,1.0,1.7948965149208059e-09
1997,12,211.41,6.74,3,-7.1795860596832236e-09,1.0
1990,9,122.82,-0.55,2,-1.0,-5.3846893227178126e-09
2013,12,130.76,1.46,3,-7.1795860596832236e-09,1.0
1996,4,55.07,1.39,5,0.8660254049810362,-0.49999999792743216
2008,11,246.67,1.9,3,-0.5000000056995618,0.8660254004937951
2011,10,171.4,-1.03,7,-0.8660254067759328,0.4999999948185802
2024,12,91.64,2.09,5,-7.1795860596832236e-09,1.0
2019,5,207.57,1.7,7,0.5000000025907099,-0.8660254022886916
2018,12,79.86,3.4,4,-7.1795860596832236e-09,1.0
2011,12,166.24,11.84,0,-7.1795860596832236e-09,1.0
2000,11,83.68,1.41,7,-0.5000000056995618,0.8660254004937951
2009,7,219.16,6.05,0,-0.49999999637300596,-0.8660254058784846
2018,5,97.28,3.49,2,0.5000000025907099,-0.8660254022886916
2023,2,288.45,6.47,3,0.8660254031861399,0.500000001036284
1990,7,200.41,7.81,4,-0.49999999637300596,-0.8660254058784846
2020,11,55.54,8.87,4,-0.5000000056995618,0.8660254004937951
2019,6,154.95,11.51,0,3.5897930298416118e-09,-1.0
2007,11,90.12,3.35,2,-0.5000000056995618,0.8660254004937951
2006,9,201.3,-1.82,6,-1.0,-5.3846893227178126e-09
2003,2,241.3,6.29,3,0.8660254031861399,0.500000001036284
2012,2,127.11,-1.15,7,0.8660254031861399,0.500000001036284
2014,8,218.89,0.61,1,-0.8660254013912434,-0.5000000041451357
2004,10,267.81,8.73,1,-0.8660254067759328,0.4999999948185802
2011,11,276.33,1.82,2,-0.5000000056995618,0.8660254004937951
1992,1,80.73,4.04,7,0.499999999481858,0.8660254040835881
2008,8,138.77,-0.45,0,-0.8660254013912434,-0.5000000041451357
2023,5,118.25,1.37,2,0.5000000025907099,-0.8660254022886916
2024,1,192.65,9.63,5,0.499999999481858,0.8660254040835881
1990,10,254.03,-0.09,1,-0.8660254067759328,0.4999999948185802
2010,11,210.98,6.85,2,-0.5000000056995618,0.8660254004937951
2018,1,295.76,7.43,2,0.499999999481858,0.8660254040835881
1995,6,59.88,-1.26,3,3.5897930298416118e-09,-1.0
1990,12,99.76,3.19,1,-7.1795860596832236e-09,1.0
1990,10,262.84,3.83,2,-0.8660254067759328,0.4999999948185802
2016,11,148.17,-0.21,7,-0.5000000056995618,0.8660254004937951
2010,2,244.69,1.0,2,0.8660254031861399,0.500000001036284
2005,2,292.92,0.5,6,0.8660254031861399,0.500000001036284
2015,1,197.56,10.27,1,0.499999999481858,0.8660254040835881
2005,1,216.49,11.57,4,0.499999999481858,0.8660254040835881
2017,4,146.12,3.46,3,0.8660254049810362,-0.49999999792743216
1990,5,274.8,3.74,6,0.5000000025907099,-0.8660254022886916
1999,4,217.58,-0.33,7,0.8660254049810362,-0.49999999792743216
2006,6,200.99,11.67,3,3.5897930298416118e-09,-1.0
2012,8,56.91,-0.61,0,-0.8660254013912434,-0.5000000041451357
1996,11,173.65,0.01,1,-0.5000000056995618,0.8660254004937951
1996,11,298.77,6.91,4,-0.5000000056995618,0.8660254004937951
2004,2,162.31,-0.01,0,0.8660254031861399,0.500000001036284
2023,1,289.26,6.87,2,0.499999999481858,0.8660254040835881
1993,2,295.36,1.37,2,0.8660254031861399,0.500000001036284
2003,10,211.6,7.42,7,-0.8660254067759328,0.4999999948185802
2003,11,125.02,1.41,5,-0.5000000056995618,0.8660254004937951
2005,6,98.87,9.08,0,3.5897930298416118e-09,-1.0
1996,11,186.53,3.11,1,-0.5000000056995618,0.8660254004937951
2021,4,76.24,5.99,4,0.8660254049810362,-0.49999999792743216
2008,7,176.51,11.35,2,-0.49999999637300596,-0.8660254058784846
1991,2,214.43,10.44,1,0.8660254031861399,0.500000001036284
1999,1,159.75,9.17,3,0.499999999481858,0.8660254040835881
2006,5,87.61,3.58,7,0.5000000025907099,-0.8660254022886916
2001,9,251.38,0.64,0,-1.0,-5.3846893227178126e-09
1995,6,185.28,10.32,3,3.5897930298416118e-09,-1.0
2011,6,117.59,8.54,5,3.5897930298416118e-09,-1.0
2021,1,53.92,6.24,2,0.499999999481858,0.8660254040835881
2009,1,186.05,4.84,3,0.499999999481858,0.8660254040835881
1990,4,241.81,5.33,7,0.8660254049810362,-0.49999999792743216
1995,2,140.98,6.2,4,0.8660254031861399,0.500000001036284
2008,3,215.25,7.68,7,1.0,1.7948965149208059e-09
2007,11,248.92,6.8,5,-0.5000000056995618,0.8660254004937951
1995,6,167.43,11.29,2,3.5897930298416118e-09,-1.0
2022,10,117.54,5.14,7,-0.8660254067759328,0.4999999948185802
2012,1,153.45,7.87,0,0.499999999481858,0.8660254040835881
2012,11,240.3,-0.58,1,-0.5000000056995618,0.8660254004937951
2015,12,104.6,7.89,2,-7.1795860596832236e-09,1.0
2002,12,113.8,-0.15,5,-7.1795860596832236e-09,1.0
1996,11,139.93,-1.48,0,-0.5000000056995618,0.8660254004937951
2004,10,206.88,7.86,1,-0.8660254067759328,0.4999999948185802
2016,2,110.19,7.45,0,0.8660254031861399,0.500000001036284
2015,4,173.75,4.22,6,0.8660254049810362,-0.49999999792743216
2022,6,208.76,8.7,7,3.5897930298416118e-09,-1.0
2004,3,180.44,2.41,3,1.0,1.7948965149208059e-09
2016,9,51.68,3.43,3,-1.0,-5.3846893227178126e-09
1994,10,175.05,1.99,5,-0.8660254067759328,0.4999999948185802
1991,4,138.93,-1.56,2,0.8660254049810362,-0.49999999792743216
2022,7,61.46,2.87,1,-0.49999999637300596,-0.8660254058784846
2005,11,278.8,11.53,6,-0.5000000056995618,0.8660254004937951
2012,5,212.36,0.73,4,0.5000000025907099,-0.8660254022886916
2005,6,278.34,4.96,0,3.5897930298416118e-09,-1.0
2003,9,126.37,7.65,2,-1.0,-5.3846893227178126e-09
2018,9,281.03,-1.82,3,-1.0,-5.3846893227178126e-09
2015,6,160.36,0.58,1,3.5897930298416118e-09,-1.0
2024,2,130.83,4.06,0,0.8660254031861399,0.500000001036284
2004,9,260.41,2.37,5,-1.0,-5.3846893227178126e-09
1992,11,60.94,2.95,6,-0.5000000056995618,0.8660254004937951
2012,2,232.91,0.6,0,0.8660254031861399,0.500000001036284
2018,2,266.11,9.93,3,0.8660254031861399,0.500000001036284
